Frequency PickUp,Voltage PickUp,Pressure,Gear,RPM
44,45,12,38,178
216,35,41,48,1
69,29,24,21,18
113,22,38,33,139
51,19,29,38,153
115,28,17,0,260
71,37,100,42,19
286,3,15,0,125
80,13,13,38,41
32,19,38,11,276
182,35,98,40,89
98,3,80,37,24
122,33,50,3,111
217,6,8,38,184
24,2,28,40,73
116,14,4,42,206
194,17,19,9,18
111,6,48,45,25
266,46,37,18,87
115,50,9,9,250
14,21,2,2,220
298,22,83,18,240
68,45,74,22,25
17,4,82,50,13
131,6,30,33,268
276,29,34,18,252
144,0,100,21,70
68,37,80,34,154
243,40,84,47,279
154,6,8,36,133
62,50,54,49,155
256,23,20,48,248
185,22,8,4,282
85,7,56,6,184
124,35,4,7,68
59,35,5,30,63
33,30,100,35,9
116,26,25,33,208
64,6,6,16,287
160,25,15,13,42
41,8,98,9,190
279,11,35,26,168
62,17,70,8,248
273,24,21,4,76
187,42,2,41,40
130,21,63,12,59
291,33,9,15,70
2,47,79,11,242
178,2,46,18,263
144,24,26,20,272
266,9,27,25,244
104,7,95,0,172
94,48,85,33,274
133,50,72,34,31
173,36,6,48,104
16,28,97,40,273
217,0,10,0,96
219,35,59,22,18
172,1,44,40,232
107,13,74,39,72
189,38,46,26,44
270,19,96,10,264
72,2,63,26,9
203,2,33,27,113
63,44,65,25,256
291,24,70,43,283
109,4,64,5,289
84,25,83,31,86
144,1,29,31,102
130,16,69,39,115
253,5,24,16,158
204,2,37,10,217
134,21,86,21,104
64,19,78,28,84
101,29,35,20,14
139,2,64,32,253
196,32,79,9,138
136,18,30,37,28
67,10,59,9,201
24,37,70,25,28
22,18,41,11,238
13,29,80,38,13
244,15,80,37,278
16,33,100,30,207
192,50,9,31,71
52,21,81,7,291
225,47,58,50,262
231,33,98,46,285
168,5,72,43,118
51,31,39,10,232
25,0,74,38,120
238,21,62,40,260
15,18,22,35,68
269,32,12,19,11
69,26,35,24,80
202,15,8,41,269
11,33,41,36,230
164,5,84,37,208
245,2,10,1,278
8,46,42,33,188
267,31,4,30,272
107,47,40,7,116
4,21,54,39,97
36,3,16,8,74
281,27,37,41,195
234,11,23,0,268
205,18,89,12,36
184,38,66,20,193
238,4,26,31,105
166,37,88,47,123
210,11,30,20,110
1,43,32,34,218
7,12,67,10,267
55,36,84,23,107
11,15,72,27,263
60,28,46,0,231
179,17,8,1,6
128,45,43,18,167
137,16,58,50,198
237,35,79,0,57
29,11,29,3,224
28,6,57,7,224
180,3,61,9,203
252,42,86,24,116
195,4,56,20,131
14,22,59,12,156
300,0,49,30,232
38,25,16,49,151
132,47,95,1,165
240,48,26,34,2
224,27,100,18,250
118,6,80,29,62
77,44,4,1,132
261,25,45,2,92
296,18,45,33,171
102,6,0,25,62
0,4,2,47,252
90,46,68,14,292
125,15,75,16,112
98,10,36,43,71
224,10,57,26,246
208,23,25,28,150
142,16,82,5,191
152,28,5,6,10
286,12,49,15,112
272,28,41,26,155
144,26,63,47,148
127,16,95,14,88
110,35,92,32,275
174,34,26,13,167
88,1,25,40,248
22,48,70,8,112
245,45,86,20,143
114,49,9,34,205
247,45,71,5,282
43,5,28,17,108
112,19,34,43,71
95,25,46,46,236
278,11,23,22,293
157,21,33,33,149
82,35,99,44,235
55,2,4,17,269
195,47,30,8,253
50,21,62,19,286
48,37,97,18,162
44,12,91,30,232
199,44,10,35,251
289,46,40,44,266
71,19,63,42,64
195,28,31,30,160
72,5,39,45,59
180,35,3,29,97
299,3,71,10,94
7,6,88,27,38
284,13,25,11,137
250,16,63,21,145
121,10,15,11,158
69,8,59,36,135
9,32,91,13,206
56,22,11,18,4
212,30,65,16,259
246,4,27,35,200
54,16,76,50,37
246,38,75,7,206
257,44,83,11,20
230,5,9,7,45
72,44,43,22,258
203,6,3,35,300
291,8,25,27,121
14,13,44,48,210
107,41,13,20,281
177,45,82,7,247
216,0,89,16,267
263,38,59,1,26
274,39,14,27,158
292,21,12,7,13
188,10,94,39,112
279,18,2,16,287
205,14,16,5,152
130,47,47,4,290
155,1,95,13,185
22,24,85,5,282
257,33,50,34,272
199,9,52,32,247
209,11,81,10,136
274,36,60,19,106
77,1,83,21,71
298,15,41,4,134
193,35,79,5,249
292,15,20,7,137
53,46,64,15,38
31,12,54,5,29
276,44,66,22,184
163,36,23,13,150
242,3,77,21,91
85,3,19,8,39
241,41,37,10,195
279,25,76,35,120
236,19,65,27,278
118,22,79,11,40
103,30,30,39,155
105,42,48,17,181
274,2,97,31,122
130,6,48,29,228
262,2,47,49,184
188,48,13,0,210
254,11,44,38,51
42,6,9,45,11
74,40,43,47,167
137,10,25,9,17
122,43,56,8,102
